"SI_mean","SI_sd","time_frame","start_dt","end_dt","t_start","t_end","Mean.R.","Std.R.","Quantile.0.025.R.","Quantile.0.975.R."
5,1,1,2020-05-28,2020-06-26,70,99,1.29066051166724,0.0042226198130903,1.28286961819659,1.2983448415922
5,1,1,2020-05-29,2020-06-27,71,100,1.28218180804801,0.00430856926041856,1.27397620904836,1.29101014040562
5,1,1,2020-05-30,2020-06-28,72,101,1.26860778729038,0.00360926642676113,1.2619589977221,1.27660402429765
5,1,1,2020-05-31,2020-06-29,73,102,1.22909811545659,0.0036628033791176,1.22108680184988,1.23677516897901
5,1,1,2020-06-01,2020-06-30,74,103,1.18611081841593,0.00330466595888722,1.17894084600132,1.19316754791804
5,1,1,2020-06-02,2020-07-01,75,104,1.16644183226009,0.00353742262197103,1.1586247637051,1.17265280403277
5,1,1,2020-06-03,2020-07-02,76,105,1.15947851419955,0.00335949114219488,1.15312310491207,1.16616130988478
5,1,1,2020-06-04,2020-07-03,77,106,1.15670466709461,0.0031358502745261,1.15080029368576,1.16345814977974
5,1,1,2020-06-05,2020-07-04,78,107,1.15166669810664,0.00350155240463314,1.14638005780347,1.1591112716763
5,1,1,2020-06-06,2020-07-05,79,108,1.143430648587,0.0029818265871339,1.13781905842314,1.14975893363585
5,1,1,2020-06-07,2020-07-06,80,109,1.12628059329171,0.00295400310170237,1.12051508562109,1.1321147050829
5,1,1,2020-06-08,2020-07-07,81,110,1.1073425375073,0.00270083384224828,1.10111125723304,1.11218437664387
5,1,1,2020-06-09,2020-07-08,82,111,1.08746547759522,0.00317763272958809,1.08247442455243,1.09402173913043
5,1,1,2020-06-10,2020-07-09,83,112,1.07520192160327,0.00296311173478393,1.06953183520599,1.07991260923845
5,1,1,2020-06-11,2020-07-10,84,113,1.06001149113651,0.00299396817809768,1.05383015173764,1.06535731767009
5,1,1,2020-06-12,2020-07-11,85,114,1.04513817636691,0.00293419139778444,1.04044294655753,1.05043933558016
5,1,1,2020-06-13,2020-07-12,86,115,1.02981622513256,0.0027736304051217,1.02521634615385,1.03547475961538
5,1,1,2020-06-14,2020-07-13,87,116,1.00975704596156,0.00223620969172026,1.00541273584906,1.01333136792453
5,1,1,2020-06-15,2020-07-14,88,117,0.989191326947606,0.00250933948198534,0.984682282003711,0.9944573283859
5,1,1,2020-06-16,2020-07-15,89,118,0.976654717597934,0.00244601318576755,0.972357723577236,0.98212543554007
5,1,1,2020-06-17,2020-07-16,90,119,0.963634917995451,0.00226566071446515,0.958997220935618,0.967930754979157
5,1,1,2020-06-18,2020-07-17,91,120,0.937161818313956,0.00204075208010057,0.933289170506912,0.941244239631336
5,1,1,2020-06-19,2020-07-18,92,121,0.91390689824957,0.0022806523518303,0.909566086547507,0.919108654750705
5,1,1,2020-06-20,2020-07-19,93,122,0.884278906149537,0.00219875507611011,0.880254701261604,0.888359914306118
5,1,1,2020-06-21,2020-07-20,94,123,0.84593288558335,0.00243591128241776,0.840594588179445,0.850237360550676
5,1,1,2020-06-22,2020-07-21,95,124,0.815443308638637,0.00212151043941169,0.811412785171103,0.818803469581749
5,3,1,2020-03-21,2020-04-19,2,31,1.26741410780211,0.0127900739326529,1.24062095730919,1.28787192755498
5,3,1,2020-03-22,2020-04-20,3,32,1.23868041190457,0.0115520876491887,1.21657303370787,1.26039325842697
5,3,1,2020-03-23,2020-04-21,4,33,1.20215975661862,0.0115839555302182,1.17743413516609,1.22053264604811
5,3,1,2020-03-24,2020-04-22,5,34,1.17658998251339,0.0100380306735448,1.15659871244635,1.19420600858369
5,3,1,2020-03-25,2020-04-23,6,35,1.16455439502186,0.0104451572843779,1.14779874213836,1.1856394129979
5,3,1,2020-03-26,2020-04-24,7,36,1.15310310502683,0.0105472682559989,1.13765182186235,1.17206477732794
5,3,1,2020-03-27,2020-04-25,8,37,1.1484400975101,0.0110637797867273,1.1287610619469,1.16865781710914
5,3,1,2020-03-28,2020-04-26,9,38,1.14893393795181,0.0107507835677364,1.12940452755906,1.16985728346457
5,3,1,2020-03-29,2020-04-27,10,39,1.14232623716868,0.0106925568984697,1.11866062917064,1.15874642516683
